Date,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27
03/12/2018,67,24,90,14,70,27,64,49,45,23,48,43,4,64,85,45,46,61,12,98,13,54,79,4,6,19,54
02/12/2018,56,76,38,60,95,74,85,3,47,58,27,89,38,85,37,30,66,7,59,68,0,11,93,66,71,84,97
01/12/2018,29,29,39,0,67,48,21,26,70,11,0,50,84,30,36,25,92,24,60,15,89,88,27,39,87,6,54
30/11/2018,21,25,26,34,48,64,95,97,24,31,49,75,44,2,3,76,68,19,92,97,72,46,31,73,15,53,6
29/11/2018,29,1,25,66,77,39,57,85,67,5,77,3,32,36,77,47,16,2,44,32,78,16,93,37,58,30,46
28/11/2018,65,68,83,33,89,56,46,90,43,48,54,66,15,14,8,69,5,67,90,7,23,63,65,75,76,48,79
27/11/2018,16,40,57,53,92,26,39,11,63,99,1,86,68,98,81,47,65,42,75,71,68,39,58,66,57,43,15
26/11/2018,33,83,81,83,46,37,56,20,43,33,78,4,85,71,27,78,36,42,23,96,47,55,9,43,75,99,80
25/11/2018,35,13,10,11,57,22,53,19,94,23,24,15,14,47,18,2,97,0,22,98,65,30,71,22,81,28,15
24/11/2018,56,89,56,78,96,18,45,73,35,84,73,6,24,30,65,90,61,24,15,36,12,83,1,57,72,59,23
23/11/2018,14,62,0,49,70,36,54,7,19,52,43,14,92,59,8,13,29,84,71,9,18,8,25,11,2,74,73
22/11/2018,65,19,84,94,39,6,58,49,46,75,26,60,27,58,92,27,72,19,41,83,93,35,27,77,51,90,56
21/11/2018,21,82,27,96,41,33,79,56,12,77,2,50,59,35,13,95,72,59,89,27,45,57,31,71,29,95,68
20/11/2018,22,67,8,66,22,87,6,17,71,2,7,46,60,75,97,89,26,27,1,14,5,58,8,10,80,52,17
19/11/2018,1,91,26,65,1,15,54,74,86,17,90,25,6,54,58,37,29,68,97,72,29,18,88,61,57,36,42
18/11/2018,44,76,64,49,75,34,65,43,25,62,50,38,71,31,98,37,14,21,43,29,36,86,56,70,54,5,77
17/11/2018,2,64,48,28,6,77,95,48,76,68,58,86,7,30,27,9,59,72,79,48,15,39,26,62,9,28,91
16/11/2018,48,20,17,30,7,58,27,86,28,38,93,85,57,47,6,86,66,92,93,53,13,89,50,72,9,24,63
15/11/2018,88,55,27,68,95,96,77,93,55,78,6,20,66,28,11,79,13,57,35,20,21,7,61,37,64,62,48
14/11/2018,41,41,99,1,68,79,85,12,69,71,51,78,93,95,89,70,65,26,93,3,76,59,49,62,83,58,20
13/11/2018,59,20,62,34,68,76,75,5,65,8,68,74,24,16,69,71,11,50,80,1,64,4,57,30,82,77,2
12/11/2018,70,84,9,4,1,52,17,50,99,77,71,68,69,89,90,4,34,56,59,58,3,55,19,28,16,31,94
11/11/2018,71,18,91,20,10,24,20,17,84,81,31,17,18,52,3,38,27,64,84,68,53,89,57,41,60,32,27
10/11/2018,84,17,15,38,61,42,34,15,81,23,52,46,96,24,59,57,81,30,75,55,50,62,50,90,58,93,40
09/11/2018,69,31,91,11,35,82,58,58,76,17,63,56,28,48,99,9,70,30,31,36,90,45,81,37,6,12,39
08/11/2018,79,30,32,94,53,9,80,22,20,85,87,69,68,46,32,26,19,47,69,39,60,1,26,43,87,78,41
07/11/2018,11,46,34,50,27,3,81,76,34,27,55,31,48,7,74,7,14,32,49,61,70,88,0,54,30,83,37
06/11/2018,55,22,21,83,74,21,64,2,79,29,70,49,14,66,57,89,97,67,87,93,21,40,16,73,44,29,84
05/11/2018,24,89,43,76,53,39,52,79,10,51,58,18,45,9,27,5,50,26,58,18,26,50,67,48,0,72,77
04/11/2018,44,94,50,50,92,5,86,2,87,25,12,12,57,36,87,74,2,40,35,83,14,70,37,92,61,21,32
03/11/2018,32,57,91,59,15,80,28,50,0,31,6,87,62,81,76,68,65,10,41,12,10,9,30,87,82,31,23
02/11/2018,48,99,40,50,86,65,29,81,15,94,76,8,34,38,71,88,69,68,34,55,82,18,34,64,61,14,71
01/11/2018,89,55,43,93,96,80,10,49,37,10,9,81,79,17,37,28,78,63,4,56,99,51,62,25,70,0,50
30/10/2018,18,32,69,11,69,81,12,83,34,22,59,34,92,32,36,42,7,24,73,68,75,32,65,83,58,93,16
29/10/2018,74,88,6,98,27,78,18,71,23,54,75,18,91,37,42,50,58,65,60,73,16,40,96,46,76,11,17
28/10/2018,86,23,40,90,78,6,69,75,48,3,13,50,57,85,51,43,23,13,94,88,63,43,26,95,12,65,51
27/10/2018,94,44,44,32,54,13,66,25,81,64,93,81,55,86,75,88,49,66,2,43,25,65,20,15,64,62,54
26/10/2018,33,94,68,83,85,47,21,21,57,75,20,92,42,49,82,41,0,45,91,90,93,98,34,5,16,6,35
25/10/2018,38,91,55,26,0,10,12,86,45,2,90,22,54,52,65,57,6,13,53,10,50,14,90,39,44,24,72
24/10/2018,3,52,50,52,14,28,68,26,5,90,81,15,54,80,11,62,4,87,80,80,68,81,63,4,72,10,5
23/10/2018,62,99,23,27,62,70,35,0,63,75,79,4,32,24,3,45,99,80,51,97,3,17,68,72,94,88,96
22/10/2018,58,12,21,16,10,24,24,59,79,66,21,32,85,87,12,48,96,82,25,15,75,92,17,5,62,9,93
21/10/2018,32,2,70,68,78,90,43,5,42,32,42,56,36,84,94,24,60,14,82,61,45,91,86,97,64,45,18
20/10/2018,28,0,27,63,34,34,31,22,4,79,93,32,31,45,83,90,25,49,49,71,56,58,1,49,13,80,66
19/10/2018,14,92,87,35,15,61,72,70,64,65,2,19,94,5,25,93,67,24,89,41,13,67,57,59,54,16,83
18/10/2018,50,77,96,61,77,85,75,25,84,9,27,5,78,79,22,96,39,12,49,77,22,10,17,81,90,35,44
17/10/2018,16,68,93,97,91,57,6,4,21,78,82,35,99,14,20,70,46,14,3,85,78,94,46,14,41,17,70
16/10/2018,24,44,70,90,57,71,9,96,85,33,48,32,19,67,75,49,35,73,23,64,61,60,21,11,49,1,76
15/10/2018,19,45,35,81,37,75,73,18,55,59,65,12,70,77,64,25,54,14,95,11,80,37,64,90,88,96,22
14/10/2018,28,13,59,58,64,28,62,51,30,99,26,46,3,79,57,41,76,47,92,57,53,12,98,86,64,46,53
13/10/2018,45,0,5,23,69,88,39,29,42,1,37,78,75,66,82,51,81,3,66,14,4,24,88,88,97,7,90
12/10/2018,18,10,56,17,48,22,44,6,37,85,60,68,32,69,70,27,45,75,87,78,99,27,61,69,63,43,34
11/10/2018,5,81,76,9,96,32,8,50,71,72,7,39,77,13,89,49,32,5,79,96,19,43,12,18,21,74,90
10/10/2018,43,8,64,3,19,62,45,59,5,12,53,18,80,85,53,25,39,10,54,25,65,45,53,44,73,53,42
09/10/2018,35,1,16,94,6,99,28,31,6,33,30,56,13,35,62,76,11,42,76,23,99,48,45,86,83,73,95
08/10/2018,32,45,63,84,0,91,22,7,25,18,72,58,30,16,54,71,82,18,3,10,44,84,20,43,56,39,75
07/10/2018,39,84,21,55,62,94,65,71,47,52,87,32,47,88,70,6,11,11,95,86,76,86,85,21,98,96,58
06/10/2018,15,83,85,57,95,80,41,73,49,43,43,11,50,52,37,84,86,50,63,72,90,72,67,2,93,29,61
05/10/2018,26,42,2,34,68,69,81,83,73,50,47,80,8,60,52,12,47,33,87,57,83,35,9,41,95,33,38
04/10/2018,34,13,52,45,67,56,47,37,65,79,69,1,11,87,97,35,74,35,14,75,12,26,66,68,72,26,77
03/10/2018,37,86,18,79,84,51,34,38,22,3,48,50,85,50,57,21,62,31,53,72,34,59,47,28,92,86,13
02/10/2018,44,6,74,48,56,94,82,13,12,47,19,70,21,53,74,41,34,10,75,53,26,53,57,85,82,39,55
01/10/2018,65,27,40,60,73,41,42,30,95,41,62,74,96,90,92,16,93,47,93,81,98,44,70,36,16,22,2
30/09/2018,55,2,35,67,13,19,67,60,72,29,47,7,36,29,97,14,75,42,72,25,56,30,99,53,80,8,70
29/09/2018,30,52,36,54,10,78,0,98,25,88,10,43,53,36,85,62,60,77,8,86,99,33,21,66,40,7,33
28/09/2018,56,34,92,15,90,57,97,25,11,2,98,37,80,24,85,56,92,5,70,7,20,58,66,32,96,68,67
27/09/2018,15,65,26,12,42,37,37,77,66,10,8,80,62,84,90,27,47,14,33,66,10,16,40,70,13,24,53
26/09/2018,22,38,69,21,51,63,8,98,78,28,42,56,82,86,23,91,84,24,54,62,57,78,81,85,8,47,84
25/09/2018,54,45,25,70,47,34,11,23,55,49,81,69,8,15,37,4,74,8,49,87,76,79,50,51,12,1,54
24/09/2018,69,3,63,49,1,75,51,69,86,91,43,87,81,32,86,61,19,1,49,44,42,92,17,25,74,67,96
23/09/2018,62,76,87,56,31,49,10,61,65,44,48,35,71,79,16,69,38,20,75,3,21,91,65,28,23,46,17
22/09/2018,78,90,7,69,48,97,99,18,36,87,97,50,71,6,57,54,10,17,75,70,12,97,56,83,65,77,27
21/09/2018,21,55,69,51,67,59,2,84,90,10,12,4,49,48,52,17,41,13,69,0,72,23,54,83,3,29,13
20/09/2018,96,82,78,74,77,36,89,31,32,90,36,29,63,39,99,75,88,55,99,68,28,26,81,82,36,62,41
19/09/2018,77,40,17,8,40,87,83,13,51,81,8,49,65,17,57,77,53,51,57,20,74,30,69,81,62,30,82
18/09/2018,20,38,37,42,58,88,63,10,32,17,45,37,0,20,74,97,6,20,32,91,26,55,58,34,90,96,19
17/09/2018,43,94,94,5,54,34,12,40,18,9,72,89,99,44,43,76,10,71,71,25,87,28,76,3,94,63,0
16/09/2018,63,42,29,33,23,83,61,31,27,25,38,15,18,22,87,20,26,58,99,72,63,7,45,75,77,88,82
15/09/2018,77,70,32,80,7,1,19,23,80,45,32,18,10,90,93,83,2,56,60,68,88,48,94,37,17,59,78
14/09/2018,88,88,46,4,73,12,16,39,47,10,79,54,31,64,17,67,28,95,23,49,39,63,33,79,92,13,71
13/09/2018,62,35,98,20,23,53,78,75,29,79,12,69,89,42,64,36,82,69,98,95,97,55,85,20,36,1,24
12/09/2018,56,27,25,67,5,54,97,10,55,21,39,46,57,90,90,2,37,15,85,11,59,4,90,29,34,82,99
11/09/2018,40,48,49,27,21,1,46,79,94,48,80,4,15,61,3,45,67,20,7,49,57,77,75,36,98,33,27
10/09/2018,45,86,93,53,7,97,19,27,24,90,88,62,35,96,90,31,24,43,58,42,27,60,28,20,46,13,59
09/09/2018,53,25,8,40,15,65,1,48,59,29,26,16,17,31,3,14,20,75,46,20,27,51,54,23,69,71,82
08/09/2018,15,41,17,9,21,32,47,9,84,75,33,93,62,52,52,75,48,86,48,38,73,74,20,93,86,70,68
07/09/2018,97,34,38,19,31,16,15,20,57,58,68,40,86,51,35,87,73,60,8,9,11,6,82,84,76,11,42
06/09/2018,64,5,77,34,9,52,13,89,9,53,64,4,54,2,54,4,93,35,51,35,87,88,9,5,57,60,47
05/09/2018,88,35,43,18,89,70,59,71,29,36,52,32,53,96,90,60,51,46,40,4,25,35,84,0,7,31,5
04/09/2018,8,25,48,43,73,99,61,95,93,46,71,2,64,4,56,14,78,91,71,75,77,79,24,39,9,12,88
03/09/2018,49,3,65,8,10,47,16,32,8,69,11,97,26,12,91,71,27,5,47,38,86,58,40,33,7,1,16
02/09/2018,40,76,87,99,52,20,56,99,5,72,36,43,99,98,88,17,23,81,86,64,41,65,69,48,94,22,74
01/09/2018,19,19,29,48,33,36,40,66,38,49,91,57,52,60,22,64,44,74,91,62,49,99,64,70,31,93,83
30/08/2018,60,9,38,7,97,46,22,62,8,31,67,98,93,44,24,59,13,73,73,16,29,93,39,73,16,79,43
29/08/2018,87,12,70,43,49,78,88,62,62,72,53,93,54,19,10,28,92,5,73,36,73,17,8,54,34,0,67
28/08/2018,27,27,83,75,2,31,23,26,1,22,90,36,77,20,26,22,19,75,85,45,81,27,80,76,3,96,56
27/08/2018,87,60,9,35,31,74,19,55,74,0,60,49,34,80,98,98,7,9,27,82,63,57,87,65,24,85,38
26/08/2018,81,57,4,63,50,89,16,25,45,63,87,35,61,49,67,94,57,67,79,0,14,84,56,37,3,86,40
25/08/2018,60,70,12,24,94,51,40,81,55,53,58,76,32,84,32,4,14,7,63,40,99,56,59,98,45,52,20
24/08/2018,17,57,20,16,29,84,38,57,67,0,21,17,33,63,14,40,36,82,37,47,22,79,65,66,90,78,33
23/08/2018,35,89,87,46,70,15,77,20,86,31,91,83,32,87,36,40,7,2,37,24,30,5,82,12,56,35,14
22/08/2018,73,20,62,41,72,51,74,8,47,59,21,68,10,39,42,98,30,74,85,14,49,87,36,85,26,12,21
21/08/2018,56,70,11,94,80,77,74,71,71,20,72,70,68,23,31,60,75,79,56,19,98,65,55,44,49,76,26
20/08/2018,57,4,96,64,54,81,59,59,92,79,76,87,65,69,85,59,96,90,58,51,3,87,58,78,83,95,53
19/08/2018,19,53,91,98,51,84,66,4,93,34,46,71,37,19,99,59,39,52,3,21,1,65,7,65,63,19,91
18/08/2018,77,89,60,9,90,40,27,30,71,36,55,23,39,88,76,79,14,19,33,71,65,66,92,35,44,54,46
17/08/2018,27,31,70,36,92,20,38,94,60,12,29,46,62,13,34,55,83,62,80,25,25,31,1,68,74,91,22
16/08/2018,87,0,53,89,45,48,60,71,66,54,57,61,20,87,67,67,24,47,76,51,88,55,64,69,28,20,89
15/08/2018,62,8,14,49,12,28,7,38,92,0,79,93,46,49,77,53,85,76,54,67,91,4,92,26,84,98,24
14/08/2018,86,7,22,9,23,10,30,98,73,66,73,78,43,48,98,8,19,80,81,24,27,82,55,41,51,25,14
13/08/2018,49,6,26,37,25,47,95,84,54,83,29,65,24,86,96,2,42,81,1,16,84,12,1,0,2,67,38
12/08/2018,77,16,80,77,28,18,67,12,48,27,41,67,95,42,45,82,78,74,9,96,22,93,0,94,19,24,33
11/08/2018,60,96,18,99,45,81,86,68,93,67,55,84,66,48,4,19,28,11,75,23,17,62,8,64,53,82,21
10/08/2018,81,97,69,2,86,10,86,17,46,4,31,26,31,97,94,81,86,86,26,34,35,28,53,23,72,91,39
09/08/2018,17,25,85,25,37,31,77,82,1,83,44,69,52,63,69,88,95,29,12,12,56,16,57,76,86,18,68
08/08/2018,29,18,0,35,58,52,65,56,99,28,87,63,74,61,6,4,59,36,36,74,79,89,25,4,46,16,36
07/08/2018,23,16,25,90,33,49,63,65,81,33,89,46,49,65,69,84,92,28,2,67,86,93,43,79,58,97,77
06/08/2018,14,33,75,72,31,18,93,37,44,27,94,57,40,17,27,58,14,53,83,91,1,19,99,65,88,32,98
05/08/2018,38,23,49,78,58,48,81,75,76,61,66,29,58,33,30,67,2,56,35,29,49,17,51,10,11,20,39
04/08/2018,24,92,53,79,74,35,2,1,72,85,97,66,62,14,65,91,88,62,41,76,8,22,83,93,23,86,39
03/08/2018,86,63,36,7,49,1,66,92,20,14,13,92,50,44,83,79,16,92,70,92,15,45,72,64,33,48,80
02/08/2018,38,2,86,88,63,22,88,99,96,34,73,97,56,86,67,90,69,68,8,44,44,40,86,34,67,20,89
01/08/2018,28,15,55,11,9,47,42,66,50,45,67,99,69,20,10,64,87,67,7,67,63,19,21,47,14,11,49
30/07/2018,72,6,84,5,6,41,97,80,22,35,92,97,54,43,87,85,83,38,46,22,24,51,98,81,43,44,90
29/07/2018,92,17,2,20,88,84,66,33,86,82,95,61,92,57,39,41,31,59,93,39,80,59,92,47,1,48,5
28/07/2018,33,72,17,81,64,5,57,86,66,11,78,24,23,67,71,41,59,62,78,57,67,73,94,47,2,84,64
27/07/2018,31,80,76,51,96,77,48,16,68,37,91,12,54,96,74,93,60,77,61,66,26,73,83,70,64,79,19
26/07/2018,56,15,11,95,32,19,58,73,60,18,26,78,71,54,32,60,59,49,96,22,5,85,81,9,20,28,50
25/07/2018,41,62,53,7,36,72,40,66,14,62,91,90,20,73,93,88,77,99,7,34,18,83,4,64,59,68,35
24/07/2018,70,69,82,67,34,27,23,73,95,19,16,75,63,79,86,42,91,62,41,32,87,40,44,21,8,81,96
23/07/2018,86,64,54,68,29,14,10,9,56,27,72,23,54,27,2,76,95,25,44,83,76,3,90,58,27,49,50
22/07/2018,92,81,68,27,61,61,55,57,96,64,89,92,27,40,85,53,75,93,69,3,95,4,62,99,67,43,7
21/07/2018,68,85,60,17,30,38,57,89,26,13,89,9,85,36,69,29,12,71,70,40,14,43,47,40,70,31,42
20/07/2018,49,95,92,53,16,62,26,24,47,36,91,88,22,19,17,14,55,3,4,31,27,14,78,99,39,31,23
19/07/2018,17,88,51,7,7,24,76,29,9,41,6,7,64,62,96,29,97,28,15,74,45,18,35,7,86,15,89
18/07/2018,69,36,22,29,97,17,97,95,1,27,80,30,3,20,49,3,53,65,77,56,83,76,45,45,53,65,37
17/07/2018,23,39,74,93,66,87,31,96,9,75,16,35,50,97,39,60,58,7,24,59,52,72,16,19,74,88,17
16/07/2018,71,26,18,57,97,66,42,25,96,72,86,71,90,34,29,33,71,84,38,3,60,41,35,40,70,6,7
15/07/2018,40,88,41,21,36,54,98,73,70,21,18,97,84,55,23,49,44,81,14,90,9,20,17,38,57,95,58
14/07/2018,23,28,94,71,75,31,83,96,35,23,81,43,48,35,21,9,24,46,30,23,56,12,31,82,33,48,79
13/07/2018,1,98,95,61,54,17,87,54,93,16,91,38,14,89,6,54,55,95,61,2,61,10,89,16,87,46,50
12/07/2018,65,33,74,42,50,21,93,8,77,7,53,78,1,8,62,83,19,27,16,98,39,10,82,36,27,60,91
11/07/2018,54,56,68,49,28,71,89,75,72,75,51,2,5,26,46,94,10,93,2,7,95,71,85,90,45,46,89
10/07/2018,57,82,21,12,49,66,10,15,56,48,75,0,22,12,7,94,42,31,35,40,56,75,69,54,81,6,95
09/07/2018,45,0,40,39,31,23,80,67,17,39,65,72,34,95,4,40,73,29,69,5,50,57,71,93,65,63,48
08/07/2018,99,12,75,55,48,67,34,24,59,73,36,28,72,57,55,76,58,41,18,28,61,65,26,78,87,3,53
07/07/2018,67,9,59,87,72,30,56,88,69,57,27,61,87,90,56,69,73,2,46,82,16,23,31,60,97,55,57
06/07/2018,14,94,87,82,28,90,2,31,55,56,49,77,10,82,81,57,84,86,44,31,94,22,14,24,44,75,99
05/07/2018,95,8,83,53,46,88,21,14,68,98,58,97,22,40,29,71,99,15,4,28,80,2,28,36,68,44,18
04/07/2018,95,55,77,20,6,16,63,16,6,19,59,82,92,2,39,98,35,14,82,71,55,53,62,62,20,47,46
03/07/2018,30,34,13,95,80,92,19,29,43,63,20,83,14,51,44,4,59,61,58,26,95,68,59,34,48,35,44
02/07/2018,87,2,94,18,98,27,33,41,63,79,32,52,47,94,90,14,71,40,45,22,56,84,73,74,12,57,68
01/07/2018,17,0,62,96,78,46,41,92,9,29,58,24,85,12,0,64,94,95,67,1,48,73,59,57,86,49,10
30/06/2018,42,43,95,26,99,16,76,5,92,99,6,30,98,54,75,88,33,25,74,75,24,52,80,33,80,53,93
29/06/2018,83,58,57,14,1,8,89,45,4,97,85,42,49,72,80,26,77,18,52,15,78,5,2,29,51,79,15
28/06/2018,94,3,17,99,4,30,16,70,72,14,30,30,80,50,63,31,91,49,73,11,2,53,31,75,34,10,81
27/06/2018,98,42,2,74,82,1,92,99,84,21,83,82,89,10,65,47,39,92,16,41,33,21,72,58,96,49,1
26/06/2018,92,82,93,82,63,4,71,9,60,46,16,4,83,22,55,5,77,85,71,32,65,92,41,19,56,35,48
25/06/2018,83,34,64,59,81,90,56,66,71,31,88,2,27,13,92,25,59,40,17,72,79,63,39,53,93,4,43
24/06/2018,49,11,92,82,4,15,59,39,78,36,97,88,14,77,87,91,27,89,81,95,16,72,1,5,22,37,29
23/06/2018,96,74,32,64,0,53,80,89,31,60,22,0,37,30,44,39,75,3,76,92,62,22,67,42,96,67,86
22/06/2018,83,58,45,84,24,30,17,44,67,29,36,34,39,92,68,77,39,98,78,0,39,4,9,70,51,95,69
21/06/2018,97,0,36,7,26,58,78,99,56,77,63,72,60,52,85,61,96,20,86,78,73,86,3,72,46,68,56
20/06/2018,15,98,77,69,49,82,21,82,68,78,63,50,13,17,39,68,17,53,7,11,70,50,61,58,78,45,84
19/06/2018,89,95,7,5,96,4,55,39,37,54,58,99,47,36,90,80,90,3,51,68,9,44,65,71,41,66,27
18/06/2018,33,97,4,49,49,84,37,47,1,24,80,96,93,24,91,73,81,99,51,70,1,69,40,34,88,53,68
17/06/2018,64,38,35,54,8,4,64,91,61,16,47,59,78,97,36,39,40,87,88,40,87,73,2,83,39,6,81
16/06/2018,48,74,20,66,40,98,19,73,69,22,76,92,97,26,24,43,30,89,18,2,89,21,98,16,5,0,14
15/06/2018,45,80,47,35,17,28,55,84,47,63,26,10,33,83,22,77,52,53,66,88,83,53,51,2,73,39,10
14/06/2018,43,57,10,30,43,95,34,84,24,4,1,25,44,4,18,72,15,65,71,80,66,56,13,76,90,2,50
13/06/2018,37,81,79,81,73,76,3,89,66,90,10,82,60,97,8,22,29,92,0,27,78,52,43,97,92,62,23
12/06/2018,99,78,6,52,75,67,36,88,55,25,6,94,84,80,94,84,14,41,0,54,16,87,62,53,70,1,50
11/06/2018,54,56,98,18,60,97,52,67,89,28,47,91,34,21,23,83,72,65,51,49,31,94,58,25,36,79,99
10/06/2018,3,34,66,67,4,96,46,37,74,67,73,17,74,33,67,45,75,89,77,50,90,31,6,80,67,55,22
09/06/2018,99,72,82,27,36,84,30,88,4,52,28,45,75,91,7,98,71,18,1,17,73,62,87,64,35,48,19
08/06/2018,38,13,25,46,16,23,77,64,70,80,34,88,25,46,9,48,23,66,24,59,6,61,21,83,17,48,33
07/06/2018,82,66,30,40,77,14,95,49,89,65,3,18,38,52,84,21,78,89,74,70,59,29,2,64,25,88,12
06/06/2018,75,97,4,19,19,60,89,51,65,4,20,43,11,28,38,40,67,90,92,59,64,8,93,76,65,82,48
05/06/2018,85,4,64,54,80,74,97,76,23,32,43,90,0,35,93,28,93,56,19,16,27,80,46,31,47,32,44
04/06/2018,83,21,52,40,80,8,4,88,31,88,92,76,20,93,63,72,11,31,60,88,67,86,73,10,38,65,42
03/06/2018,0,39,83,48,54,10,43,74,97,10,82,87,33,78,13,87,40,23,84,14,72,59,40,67,98,16,75
02/06/2018,85,36,18,11,6,93,2,58,91,12,71,35,73,85,8,47,62,95,60,0,85,25,19,1,56,80,39
01/06/2018,72,24,21,91,49,12,72,85,21,59,98,18,47,53,16,97,97,2,29,7,22,80,97,14,64,39,69
30/05/2018,63,20,86,72,42,12,9,76,36,81,35,68,26,8,13,79,10,93,19,30,62,11,14,77,40,64,28
29/05/2018,97,5,19,60,55,5,40,18,59,78,30,50,5,21,46,85,7,97,38,66,90,63,19,74,99,12,80
28/05/2018,38,80,23,67,62,21,19,64,97,73,54,84,97,62,91,1,91,52,68,6,28,5,71,23,10,86,61
27/05/2018,8,31,85,34,23,69,77,49,30,54,40,73,17,70,12,80,9,85,25,91,75,15,65,21,68,79,18
26/05/2018,73,67,8,13,47,62,46,25,84,10,38,38,18,78,49,29,84,34,47,85,65,53,73,37,92,10,64
25/05/2018,36,94,70,72,96,95,48,52,79,75,37,44,5,44,21,39,45,59,56,21,35,48,44,55,29,84,11
24/05/2018,76,49,83,18,99,52,1,38,85,41,65,82,48,74,91,42,92,9,31,46,27,46,76,53,43,54,52
23/05/2018,44,83,24,49,3,24,91,33,87,76,67,51,71,77,16,72,73,66,40,42,72,22,61,82,17,99,94
22/05/2018,30,24,24,79,85,60,14,93,72,64,34,72,30,16,8,9,36,65,52,91,11,73,11,71,60,76,72
21/05/2018,11,16,17,1,95,24,58,90,10,25,69,64,21,32,20,64,47,71,58,32,62,64,19,12,23,49,41
20/05/2018,70,73,5,15,62,40,49,53,64,88,63,49,69,55,80,3,26,40,25,68,29,2,9,77,24,29,4
19/05/2018,45,55,19,34,90,23,11,78,32,73,14,84,84,40,82,66,61,26,87,88,54,67,1,10,64,46,82
18/05/2018,40,4,69,99,23,34,78,26,64,84,46,50,22,11,16,92,61,56,84,23,43,27,18,12,37,86,89
17/05/2018,23,74,45,20,11,74,34,7,92,15,24,0,39,11,18,48,45,84,80,14,41,27,30,46,52,21,63
16/05/2018,70,91,11,54,82,27,48,14,71,12,8,95,44,88,53,31,11,42,83,57,88,77,13,38,67,39,36
15/05/2018,16,39,70,62,95,88,66,54,51,66,67,67,77,77,36,18,98,60,2,65,5,29,14,99,73,88,46
14/05/2018,45,75,39,1,58,56,86,55,75,13,68,56,32,85,40,99,22,93,85,74,61,84,88,16,31,76,95
13/05/2018,36,49,26,89,79,70,94,79,62,22,87,52,89,62,82,14,81,92,81,45,59,53,17,9,70,69,36
12/05/2018,81,10,71,4,79,11,98,8,51,79,48,62,27,40,69,93,75,92,31,45,95,46,23,28,87,30,29
11/05/2018,4,7,92,92,4,96,57,82,84,84,53,52,72,66,92,72,54,92,7,11,30,4,72,62,30,92,57
10/05/2018,10,68,84,30,6,24,28,31,87,99,21,44,95,89,87,38,18,22,43,56,99,91,33,18,66,11,6
09/05/2018,60,69,19,98,74,1,87,69,81,11,64,12,52,49,41,1,14,6,2,7,96,12,38,98,89,67,0
08/05/2018,76,44,3,98,0,24,90,90,61,4,96,6,82,5,28,12,23,28,46,58,40,38,94,42,32,83,86
07/05/2018,64,22,63,88,82,53,14,96,26,60,55,14,6,57,62,53,61,68,47,25,91,61,26,77,64,16,0
06/05/2018,38,85,20,82,22,68,25,69,20,77,32,87,74,64,94,60,45,81,12,42,52,67,90,67,9,11,79
05/05/2018,82,89,79,29,94,59,23,36,57,30,77,39,56,14,77,3,19,1,44,49,26,75,30,82,88,91,32
04/05/2018,1,67,10,53,3,7,80,4,2,64,31,50,11,18,92,87,9,66,73,33,31,51,39,26,88,65,22
03/05/2018,2,64,78,31,60,37,89,74,66,88,79,16,22,30,2,25,4,89,42,48,84,0,46,41,60,16,67
02/05/2018,79,79,34,31,74,39,81,34,52,97,15,88,55,55,71,81,39,78,76,23,10,69,11,33,16,71,38
01/05/2018,56,84,0,31,53,39,14,23,17,89,5,39,53,40,17,52,39,43,24,42,78,66,49,62,66,78,93
30/04/2018,14,10,78,71,36,68,71,67,57,15,70,22,55,77,1,49,5,69,93,46,76,46,15,27,73,74,4
29/04/2018,47,12,90,96,10,90,97,66,70,4,25,44,33,48,98,88,28,7,48,81,57,94,18,7,49,54,25
28/04/2018,86,60,93,49,77,75,29,86,33,13,51,0,54,66,34,27,36,47,98,10,63,80,31,61,87,71,36
27/04/2018,30,57,36,89,44,33,91,37,98,83,4,76,22,2,62,98,21,10,16,5,32,84,57,65,32,23,99
26/04/2018,86,99,76,23,29,25,63,66,23,11,12,51,94,25,46,12,68,67,33,29,13,54,55,32,22,57,96
25/04/2018,50,32,62,22,42,79,17,8,32,15,40,91,37,15,29,87,94,44,27,37,19,54,62,75,97,59,79
24/04/2018,45,79,24,31,31,46,70,63,54,94,85,97,92,60,27,24,61,16,59,72,56,44,31,20,11,18,61
23/04/2018,69,91,40,80,28,25,29,20,18,74,81,85,73,48,63,45,32,73,67,46,77,16,71,99,63,27,77
22/04/2018,68,77,92,54,8,22,81,19,31,37,49,65,68,49,98,72,21,53,52,51,15,26,11,53,0,68,25
21/04/2018,66,78,31,45,37,33,75,85,38,56,96,27,67,64,13,80,27,34,82,86,84,43,53,52,30,97,16
20/04/2018,61,94,38,13,44,43,18,97,21,8,68,10,40,6,22,2,56,10,28,38,12,30,41,77,23,44,37
19/04/2018,80,76,85,13,44,79,65,58,45,62,63,12,40,34,35,83,87,96,33,92,90,54,13,70,31,41,23
18/04/2018,22,21,72,21,36,96,17,94,32,55,35,23,60,9,35,86,95,3,38,43,39,34,18,34,82,14,86
17/04/2018,64,8,86,65,18,55,72,7,29,14,67,22,25,81,24,1,49,2,31,4,16,39,40,83,38,35,30
16/04/2018,46,58,66,21,20,18,87,77,57,79,65,53,2,40,57,76,55,44,85,41,31,38,39,92,1,91,22
